prefix,bits,registry,vendor
70B3D5140,36,MA-S,"Virta Laboratories, Inc."
70B3D5141,36,MA-S,M.T. S.R.L.
70B3D5142,36,MA-S,DAVE SRL
70B3D5143,36,MA-S,A & T Technologies
70B3D5144,36,MA-S,GS Elektromedizinsiche Geräte G. Stemple GmbH
70B3D5145,36,MA-S,Sicon srl
70B3D5146,36,MA-S,3City Electronics
70B3D5147,36,MA-S,ROMO Wind A/S
70B3D5148,36,MA-S,"Power Electronics Espana, S.L."
70B3D5149,36,MA-S,eleven-x
70B3D514A,36,MA-S,ExSens Technology (Pty) Ltd.
70B3D514B,36,MA-S,C21 Systems Ltd
70B3D514C,36,MA-S,CRDE
70B3D514D,36,MA-S,2-Observe
70B3D514E,36,MA-S,Innosonix GmbH
70B3D514F,36,MA-S,Mobile Devices Unlimited
70B3D5150,36,MA-S,"YUYAMA MFG Co.,Ltd"
70B3D5151,36,MA-S,Virsae Group Ltd
70B3D5152,36,MA-S,Xped Corporation Pty Ltd
70B3D5153,36,MA-S,Schneider Electric Motion USA
70B3D5154,36,MA-S,"Walk Horizon Technology (Beijing) Co., Ltd."
70B3D5155,36,MA-S,"Sanwa New Tec Co.,Ltd"
70B3D5156,36,MA-S,Rivercity Innovations Ltd.
70B3D5157,36,MA-S,Shanghai Jupper Technology Co.Ltd
70B3D5158,36,MA-S,EAX Labs s.r.o.
70B3D5159,36,MA-S,RCH SPA
70B3D515A,36,MA-S,ENABLER LTD.
70B3D515B,36,MA-S,"Armstrong International, Inc."
70B3D515C,36,MA-S,Woods Hole Oceanographic Institution
70B3D515D,36,MA-S,Vtron Pty Ltd
70B3D515E,36,MA-S,Season Electronics Ltd
70B3D515F,36,MA-S,SAVRONİK ELEKTRONİK
70B3D5160,36,MA-S,European Synchrotron Radiation Facility
70B3D5161,36,MA-S,MB connect line GmbH Fernwartungssysteme
70B3D5162,36,MA-S,ESPAI DE PRODUCCIÓ I ELECTRÓNI
70B3D5163,36,MA-S,BHARAT HEAVY ELECTRICALS LIMITED
70B3D5164,36,MA-S,Tokyo Drawing Ltd.
70B3D5165,36,MA-S,"Wuhan Xingtuxinke ELectronic Co.,Ltd"
70B3D5166,36,MA-S,SERIAL IMAGE INC.
70B3D5167,36,MA-S,"Eiden Co.,Ltd."
70B3D5168,36,MA-S,"Biwave Technologies, Inc."
70B3D5169,36,MA-S,Service Plus LLC
70B3D516A,36,MA-S,4Jtech s.r.o.
70B3D516B,36,MA-S,IOT Engineering
70B3D516C,36,MA-S,OCEAN
70B3D516D,36,MA-S,"BluB0X Security, Inc."
70B3D516E,36,MA-S,Jemac Sweden AB
70B3D516F,36,MA-S,NimbeLink Corp
70B3D5170,36,MA-S,Mutelcor GmbH
70B3D5171,36,MA-S,Aetina Corporation
70B3D5172,36,MA-S,"LumiGrow, Inc"
70B3D5173,36,MA-S,National TeleConsultants LLC
70B3D5174,36,MA-S,Carlson Wireless Technologies Inc.
70B3D5175,36,MA-S,Akribis Systems
70B3D5176,36,MA-S,Larraioz Elektronika
70B3D5177,36,MA-S,Wired Broadcast Ltd
70B3D5178,36,MA-S,Gamber Johnson-LLC
70B3D5179,36,MA-S,ALTRAN UK
70B3D517A,36,MA-S,Gencoa Ltd
70B3D517B,36,MA-S,Vistec Electron Beam GmbH
70B3D517C,36,MA-S,Farmpro Ltd
70B3D517D,36,MA-S,Entech Electronics
70B3D517E,36,MA-S,OCULI VISION
70B3D517F,36,MA-S,MB connect line GmbH Fernwartungssysteme
70B3D5180,36,MA-S,LHA Systems (Pty) Ltd
70B3D5181,36,MA-S,Task Sistemas
70B3D5182,36,MA-S,Kitron UAB
70B3D5183,36,MA-S,Evco S.p.a.
70B3D5184,36,MA-S,XV360 Optical Information Systems Ltd.
70B3D5185,36,MA-S,R&D Gran-System-S LLC
70B3D5186,36,MA-S,Rohde&Schwarz Topex SA
70B3D5187,36,MA-S,Elektronik & Präzisionsbau Saalfeld GmbH
70B3D5188,36,MA-S,Birket Engineering
70B3D5189,36,MA-S,DAVE SRL
70B3D518A,36,MA-S,NSP Europe Ltd
70B3D518B,36,MA-S,Aplex Technology Inc.
70B3D518C,36,MA-S,CMC Industrial Electronics Ltd
70B3D518D,36,MA-S,Foro Tel
70B3D518E,36,MA-S,"NIPPON SEIKI CO., LTD."
70B3D518F,36,MA-S,Newtec A/S
70B3D5190,36,MA-S,"Fantom Wireless, Inc."
70B3D5191,36,MA-S,Algodue Elettronica Srl
70B3D5192,36,MA-S,"ASPT, INC."
70B3D5193,36,MA-S,ERA TOYS LIMITED
70B3D5194,36,MA-S,Husty M.Styczen J.Hupert Sp.J.
70B3D5195,36,MA-S,Ci4Rail
70B3D5196,36,MA-S,"YUYAMA MFG Co.,Ltd"
70B3D5197,36,MA-S,Lattech Systems Pty Ltd
70B3D5198,36,MA-S,"Beijing Muniulinghang Technology Co., Ltd"
70B3D5199,36,MA-S,Smart Controls LLC
70B3D519A,36,MA-S,WiSuite USA
70B3D519B,36,MA-S,Global Technical Systems
70B3D519C,36,MA-S,"Kubu, Inc."
70B3D519D,36,MA-S,Automata GmbH & Co. KG
70B3D519E,36,MA-S,J-Factor Embedded Technologies
70B3D519F,36,MA-S,Koizumi Lighting Technology Corp.
70B3D51A0,36,MA-S,UFATECH LTD
70B3D51A1,36,MA-S,HMicro Inc
70B3D51A2,36,MA-S,Xirgo Technologies LLC
70B3D51A3,36,MA-S,Telairity Semiconductor
70B3D51A4,36,MA-S,DAVEY BICKFORD
70B3D51A5,36,MA-S,METRONIC APARATURA KONTROLNO - POMIAROWA
70B3D51A6,36,MA-S,"Robotelf Technologies (Chengdu) Co., Ltd."
70B3D51A7,36,MA-S,"Elk Solutions, LLC"
70B3D51A8,36,MA-S,"STC ""Rainbow"" Ltd."
70B3D51A9,36,MA-S,OCEANIX INC.
70B3D51AA,36,MA-S,"Echo Ridge, LLC"
70B3D51AB,36,MA-S,Access Control Systems JSC
70B3D51AC,36,MA-S,SVP Broadcast Microwave S.L.
70B3D51AD,36,MA-S,Techworld Industries Ltd
70B3D51AE,36,MA-S,EcoG
70B3D51AF,36,MA-S,Teenage Engineering AB
70B3D51B0,36,MA-S,NAL Research Corporation
70B3D51B1,36,MA-S,"Shanghai Danyan Information Technology Co., Ltd."
70B3D51B2,36,MA-S,Cavagna Group Spa
70B3D51B3,36,MA-S,Graphcore Ltd
70B3D51B4,36,MA-S,5nines
70B3D51B5,36,MA-S,"StarBridge, Inc."
70B3D51B6,36,MA-S,DACOM West GmbH
70B3D51B7,36,MA-S,ULSee Inc
70B3D51B8,36,MA-S,OES Inc.
70B3D51B9,36,MA-S,RELISTE Ges.m.b.H.
70B3D51BA,36,MA-S,"Guan Show Technologe Co., Ltd."
70B3D51BB,36,MA-S,EFENTO T P SZYDŁOWSKI K ZARĘBA SPÓŁKA JAWNA
70B3D51BC,36,MA-S,Flextronics International Kft
70B3D51BD,36,MA-S,Shenzhen Siera Technology Ltd
70B3D51BE,36,MA-S,Potter Electric Signal Co. LLC
70B3D51BF,36,MA-S,DEUTA-WERKE GmbH
70B3D51C0,36,MA-S,"W. H. Leary Co., Inc."
70B3D51C1,36,MA-S,Sphere of economical technologies Ltd
70B3D51C2,36,MA-S,"CENSIS, Uiversity of Glasgow"
70B3D51C3,36,MA-S,Shanghai Tiancheng Communication Technology Corporation
70B3D51C4,36,MA-S,Smeg S.p.A.
70B3D51C5,36,MA-S,ELSAG
70B3D51C6,36,MA-S,"Bita-International Co., Ltd."
70B3D51C7,36,MA-S,"Hoshin Electronics Co., Ltd."
70B3D51C8,36,MA-S,LDA audio video profesional S.L.
70B3D51C9,36,MA-S,MB connect line GmbH Fernwartungssysteme
70B3D51CA,36,MA-S,inomatic GmbH
70B3D51CB,36,MA-S,MatchX GmbH
70B3D51CC,36,MA-S,"AooGee Controls Co., LTD."
70B3D51CD,36,MA-S,ELEUSI GmbH
70B3D51CE,36,MA-S,Clear Flow by Antiference
70B3D51CF,36,MA-S,Dalcnet srl
70B3D51D0,36,MA-S,"Shenzhen INVT Electric Co.,Ltd"
70B3D51D1,36,MA-S,Eurotek Srl
70B3D51D2,36,MA-S,Xacti Corporation
70B3D51D3,36,MA-S,AIROBOT OÜ
70B3D51D4,36,MA-S,Brinkmann Audio GmbH
70B3D51D5,36,MA-S,MIVO Technology AB
70B3D51D6,36,MA-S,MacGray Services
70B3D51D7,36,MA-S,BAE Systems
70B3D51D8,36,MA-S,Blue Skies Global LLC
70B3D51D9,36,MA-S,MondeF
70B3D51DA,36,MA-S,Promess Inc.
70B3D51DB,36,MA-S,Hudson Robotics
70B3D51DC,36,MA-S,TEKVEL Ltd.
70B3D51DD,36,MA-S,RF CREATIONS LTD
70B3D51DE,36,MA-S,"DYCEC, S.A."
70B3D51DF,36,MA-S,"ENTEC Electric & Electronic Co., LTD."
70B3D51E0,36,MA-S,TOPROOTTechnology Corp. Ltd.
70B3D51E1,36,MA-S,TEX COMPUTER SRL
70B3D51E2,36,MA-S,"Shenzhen CAMERAY ELECTRONIC CO., LTD"
70B3D51E3,36,MA-S,Hatel Elektronik LTD. STI.
70B3D51E4,36,MA-S,Tecnologix s.r.l.
70B3D51E5,36,MA-S,VendNovation LLC
70B3D51E6,36,MA-S,Sanmina Israel
70B3D51E7,36,MA-S,DogWatch Inc
70B3D51E8,36,MA-S,Gogo BA
70B3D51E9,36,MA-S,comtime GmbH
70B3D51EA,36,MA-S,Sense For Innovation
70B3D51EB,36,MA-S,Xavant
70B3D51EC,36,MA-S,"Cherry Labs, Inc."
70B3D51ED,36,MA-S,SUS Corporation
70B3D51EE,36,MA-S,MEGGITT
70B3D51EF,36,MA-S,ADTEK
70B3D51F0,36,MA-S,Harmonic Design GmbH
70B3D51F1,36,MA-S,DIEHL Connectivity Solutions
70B3D51F2,36,MA-S,"YUYAMA MFG Co.,Ltd"
70B3D51F3,36,MA-S,Smart Energy Code Company Limited
70B3D51F4,36,MA-S,"Hangzhou Woosiyuan Communication Co.,Ltd."
70B3D51F5,36,MA-S,Martec S.p.A.
70B3D51F6,36,MA-S,"LinkAV Technology Co., Ltd"
70B3D51F7,36,MA-S,Morgan Schaffer
70B3D51F8,36,MA-S,Convergent Design
70B3D51F9,36,MA-S,Automata GmbH & Co. KG
70B3D51FA,36,MA-S,EBZ SysTec GmbH
70B3D51FB,36,MA-S,"Crane-elec. Co., LTD."
70B3D51FC,36,MA-S,"Guan Show Technologe Co., Ltd."
70B3D51FD,36,MA-S,BRS Sistemas Eletrônicos
70B3D51FE,36,MA-S,MobiPromo
70B3D51FF,36,MA-S,Audiodo AB
70B3D5200,36,MA-S,"NextEV Co., Ltd."
70B3D5201,36,MA-S,Leontech Limited
70B3D5202,36,MA-S,DEUTA-WERKE GmbH
70B3D5203,36,MA-S,WOOJIN Inc
70B3D5204,36,MA-S,TWC
70B3D5205,36,MA-S,Esource Srl
70B3D5206,36,MA-S,ard sa
70B3D5207,36,MA-S,Savari Inc
70B3D5208,36,MA-S,DSP DESIGN LTD
70B3D5209,36,MA-S,SmartNodes
70B3D520A,36,MA-S,Golden Grid Systems
70B3D520B,36,MA-S,KST technology
70B3D520C,36,MA-S,Siemens Healthcare Diagnostics
70B3D520D,36,MA-S,Engage Technologies
70B3D520E,36,MA-S,Amrehn & Partner EDV-Service GmbH
70B3D520F,36,MA-S,Tieline Research Pty Ltd
70B3D5210,36,MA-S,"Eastone Century Technology Co.,Ltd."
70B3D5211,36,MA-S,Fracarro srl
70B3D5212,36,MA-S,"Semiconsoft, inc"
70B3D5213,36,MA-S,ETON Deutschland Electro Acoustic GmbH
70B3D5214,36,MA-S,signalparser
70B3D5215,36,MA-S,Dataspeed Inc
70B3D5216,36,MA-S,FLEXTRONICS
70B3D5217,36,MA-S,Tecnint HTE SRL
70B3D5218,36,MA-S,Gremesh.com
70B3D5219,36,MA-S,D-E-K GmbH & Co.KG
70B3D521A,36,MA-S,Acutronic Link Robotics AG
70B3D521B,36,MA-S,"Lab241 Co.,Ltd."
70B3D521C,36,MA-S,Enyx SA
70B3D521D,36,MA-S,"iRF - Intelligent RF Solutions, LLC"
70B3D521E,36,MA-S,Hildebrand Technology Limited
70B3D521F,36,MA-S,CHRONOMEDIA
70B3D5220,36,MA-S,Private
70B3D5221,36,MA-S,LX Design House
70B3D5222,36,MA-S,Marioff Corporation Oy
70B3D5223,36,MA-S,"Research Laboratory of Design Automation, Ltd."
70B3D5224,36,MA-S,Urbana Smart Solutions Pte Ltd
70B3D5225,36,MA-S,RCD Radiokomunikace
70B3D5226,36,MA-S,Yaviar LLC
70B3D5227,36,MA-S,Montalvo
70B3D5228,36,MA-S,HEITEC AG
70B3D5229,36,MA-S,CONTROL SYSTEMS Srl
70B3D522A,36,MA-S,"Shishido Electrostatic, Ltd."
70B3D522B,36,MA-S,VITEC
70B3D522C,36,MA-S,Hiquel Elektronik- und Anlagenbau GmbH
70B3D522D,36,MA-S,Leder Elektronik Design
70B3D522E,36,MA-S,Private
70B3D522F,36,MA-S,"Instec, Inc."
70B3D5230,36,MA-S,CT Company
70B3D5231,36,MA-S,"DELTA TAU DATA SYSTEMS, INC."
70B3D5232,36,MA-S,UCONSYS
70B3D5233,36,MA-S,RCH SPA
70B3D5234,36,MA-S,EDFelectronics JRMM Sp z o.o. sp.k.
70B3D5235,36,MA-S,CAMEON S.A.
70B3D5236,36,MA-S,Monnit Corporation
70B3D5237,36,MA-S,Sikom AS
70B3D5238,36,MA-S,Arete Associates
70B3D5239,36,MA-S,Applied Silver
70B3D523A,36,MA-S,"Mesa Labs, Inc."
70B3D523B,36,MA-S,Fink Telecom Services
70B3D523C,36,MA-S,"Quasonix, LLC"
70B3D523D,36,MA-S,Circle Consult ApS
70B3D523E,36,MA-S,Tornado Modular Systems
70B3D523F,36,MA-S,ETA-USA
70B3D5240,36,MA-S,Orlaco Products B.V.
70B3D5241,36,MA-S,"Bolide Technology Group, Inc."
70B3D5242,36,MA-S,"Comeo Technology Co.,Ltd"
70B3D5243,36,MA-S,Rohde&Schwarz Topex SA
70B3D5244,36,MA-S,DAT Informatics Pvt Ltd
70B3D5245,36,MA-S,Newtec A/S
70B3D5246,36,MA-S,"Saline Lectronics, Inc."
70B3D5247,36,MA-S,"Satsky Communication Equipment Co.,Ltd."
70B3D5248,36,MA-S,"GL TECH CO.,LTD"
70B3D5249,36,MA-S,Kospel S.A.
70B3D524A,36,MA-S,Unmukti Technology Pvt Ltd
70B3D524B,36,MA-S,TOSEI ENGINEERING CORP.
70B3D524C,36,MA-S,"Astronomical Research Cameras, Inc."
70B3D524D,36,MA-S,INFO CREATIVE (HK) LTD
70B3D524E,36,MA-S,"Chengdu Cove Technology CO.,LTD"
70B3D524F,36,MA-S,ELBIT SYSTEMS BMD AND LAND EW - ELISRA LTD
70B3D5250,36,MA-S,Datum Electronics Limited
70B3D5251,36,MA-S,"Tap Home, s.r.o."
70B3D5252,36,MA-S,Sierra Nevada Corporation
70B3D5253,36,MA-S,Wimate Technology Solutions Private Limited
70B3D5254,36,MA-S,Spectrum Brands
70B3D5255,36,MA-S,Asystems Corporation
70B3D5256,36,MA-S,Telco Antennas Pty Ltd
70B3D5257,36,MA-S,LG Electronics
70B3D5258,36,MA-S,BAYKON Endüstriyel Kontrol Sistemleri San. ve Tic. A.Ş.
70B3D5259,36,MA-S,Zebra Elektronik A.S.
70B3D525A,36,MA-S,DEUTA-WERKE GmbH
70B3D525B,36,MA-S,GID Industrial
70B3D525C,36,MA-S,ARCLAN'SYSTEM
70B3D525D,36,MA-S,Mimo Networks
70B3D525E,36,MA-S,RFHIC
70B3D525F,36,MA-S,COPPERNIC SAS
70B3D5260,36,MA-S,"ModuSystems, Inc"
70B3D5261,36,MA-S,Potter Electric Signal Co. LLC
70B3D5262,36,MA-S,"OOO Research and Production Center ""Computer Technologies"""
70B3D5263,36,MA-S,AXING AG
70B3D5264,36,MA-S,ifak technology + service GmbH
70B3D5265,36,MA-S,Rapiot
70B3D5266,36,MA-S,Spectra Displays Ltd
70B3D5267,36,MA-S,Zehntner Testing Instruments
70B3D5268,36,MA-S,Cardinal Scale Mfg Co
70B3D5269,36,MA-S,Gilbarco Veeder-Root  ‎
70B3D526A,36,MA-S,Talleres de Escoriaza SA
70B3D526B,36,MA-S,Sorama BV
70B3D526C,36,MA-S,EA Elektroautomatik GmbH & Co. KG
70B3D526D,36,MA-S,Sorion Electronics ltd
70B3D526E,36,MA-S,HI-TECH SYSTEM Co. Ltd.
70B3D526F,36,MA-S,"COMPAL ELECTRONICS, INC."
70B3D5270,36,MA-S,Amazon Technologies Inc.
70B3D5271,36,MA-S,Code Blue Corporation
70B3D5272,36,MA-S,TELECOM SANTE
70B3D5273,36,MA-S,WeVo Tech
70B3D5274,36,MA-S,Stercom Power Solutions GmbH
70B3D5275,36,MA-S,INTERNET PROTOCOLO LOGICA SL
70B3D5276,36,MA-S,TELL Software Hungaria Kft.
70B3D5277,36,MA-S,Voltaware Limited
70B3D5278,36,MA-S,"Medicomp, Inc"
70B3D5279,36,MA-S,"Medicomp, Inc"
70B3D527A,36,MA-S,TD ECOPHISIKA
70B3D527B,36,MA-S,DAVE SRL
70B3D527C,36,MA-S,"MOTION LIB,Inc."
70B3D527D,36,MA-S,Telenor Connexion AB
70B3D527E,36,MA-S,Mettler Toledo
70B3D527F,36,MA-S,ST Aerospace Systems
70B3D5280,36,MA-S,Computech International
70B3D5281,36,MA-S,ITG.CO.LTD
70B3D5282,36,MA-S,SAMBO HITECH
70B3D5283,36,MA-S,TextNinja Co.
70B3D5284,36,MA-S,Globalcom Engineering SPA
70B3D5285,36,MA-S,Bentec GmbH Drilling & Oilfield Systems
70B3D5286,36,MA-S,Pedax Danmark
70B3D5287,36,MA-S,Hypex Electronics BV
70B3D5288,36,MA-S,Bresslergroup
70B3D5289,36,MA-S,"Shenzhen Rongda Computer Co.,Ltd"
70B3D528A,36,MA-S,"Transit Solutions, LLC."
70B3D528B,36,MA-S,"Arnouse Digital Devices, Corp."
70B3D528C,36,MA-S,"Step Technica Co., Ltd."
70B3D528D,36,MA-S,Technica Engineering GmbH
70B3D528E,36,MA-S,TEX COMPUTER SRL
70B3D528F,36,MA-S,Overline Systems
70B3D5290,36,MA-S,GETT Geraetetechnik GmbH
70B3D5291,36,MA-S,Sequent AG
70B3D5292,36,MA-S,Boston Dynamics
70B3D5293,36,MA-S,Solar RIg Technologies
70B3D5294,36,MA-S,RCH SPA
70B3D5295,36,MA-S,Cello Electronics (UK) Ltd
70B3D5296,36,MA-S,Rohde&Schwarz Topex SA
70B3D5297,36,MA-S,Grossenbacher Systeme AG
70B3D5298,36,MA-S,Reflexion Medical
70B3D5299,36,MA-S,KMtronic ltd
70B3D529A,36,MA-S,Profusion Limited
70B3D529B,36,MA-S,DermaLumics S.L.
70B3D529C,36,MA-S,Teko Telecom Srl
70B3D529D,36,MA-S,XTech2 SIA
70B3D529E,36,MA-S,B2cloud lda
70B3D529F,36,MA-S,Code Hardware SA
70B3D52A0,36,MA-S,Airthings
70B3D52A1,36,MA-S,Blink Services AB
70B3D52A2,36,MA-S,"Visualware, Inc."
70B3D52A3,36,MA-S,ATT Nussbaum Prüftechnik GmbH
70B3D52A4,36,MA-S,Televic Rail GmbH
70B3D52A5,36,MA-S,Taitotekniikka
70B3D52A6,36,MA-S,GSI Technology
70B3D52A7,36,MA-S,"Plasmability, LLC"
70B3D52A8,36,MA-S,Dynamic Perspective GmbH
70B3D52A9,36,MA-S,"Power Electronics Espana, S.L."
70B3D52AA,36,MA-S,Flirtey Inc
70B3D52AB,36,MA-S,NASA Johnson Space Center
70B3D52AC,36,MA-S,New Imaging Technologies
70B3D52AD,36,MA-S,Opgal Optronic Industries
70B3D52AE,36,MA-S,Alere Technologies AS
70B3D52AF,36,MA-S,Enlaps
70B3D52B0,36,MA-S,"Beijing Zhongyi Yue Tai Technology Co., Ltd"
70B3D52B1,36,MA-S,"WIXCON Co., Ltd"
70B3D52B2,36,MA-S,Sun Creative (ZheJiang) Technology INC.
70B3D52B3,36,MA-S,"HAS co.,ltd."
70B3D52B4,36,MA-S,Foerster-Technik GmbH
70B3D52B5,36,MA-S,Dosepack India LLP
70B3D52B6,36,MA-S,HLT Micro
70B3D52B7,36,MA-S,Matrix Orbital Corporation
70B3D52B8,36,MA-S,WideNorth AS
70B3D52B9,36,MA-S,BELECTRIC GmbH
70B3D52BA,36,MA-S,Active Brains
70B3D52BB,36,MA-S,Automation Networks & Solutions LLC
70B3D52BC,36,MA-S,"EQUIPOS DE TELECOMUNICACIÓN OPTOELECTRÓNICOS, S.A."
70B3D52BD,36,MA-S,mg-sensor GmbH
70B3D52BE,36,MA-S,"Coherent Logix, Inc."
70B3D52BF,36,MA-S,FOSHAN VOHOM
70B3D52C0,36,MA-S,Sensative AB
70B3D52C1,36,MA-S,Avlinkpro
70B3D52C2,36,MA-S,Quantum Detectors
70B3D52C3,36,MA-S,Proterra
70B3D52C4,36,MA-S,"Hodwa Co., Ltd"
70B3D52C5,36,MA-S,MECT SRL
70B3D52C6,36,MA-S,AM General Contractor
70B3D52C7,36,MA-S,Worldsensing
70B3D52C8,36,MA-S,SLAT
70B3D52C9,36,MA-S,SEASON DESIGN TECHNOLOGY
70B3D52CA,36,MA-S,TATTILE SRL
70B3D52CB,36,MA-S,Yongtong tech
70B3D52CC,36,MA-S,"WeWork Companies, Inc."
70B3D52CD,36,MA-S,Korea Airports Corporation
70B3D52CE,36,MA-S,KDT
70B3D52CF,36,MA-S,MB connect line GmbH Fernwartungssysteme
70B3D52D0,36,MA-S,"ijin co.,ltd."
70B3D52D1,36,MA-S,Integer.pl S.A.
70B3D52D2,36,MA-S,"SHANGHAI IRISIAN OPTRONICS TECHNOLOGY CO.,LTD."
70B3D52D3,36,MA-S,Hensoldt Sensors GmbH
70B3D52D4,36,MA-S,CT Company
70B3D52D5,36,MA-S,Teuco Guzzini
70B3D52D6,36,MA-S,Kvazar LLC
70B3D52D7,36,MA-S,Private
70B3D52D8,36,MA-S,Unisight Digital Products
70B3D52D9,36,MA-S,ZPAS S.A.
70B3D52DA,36,MA-S,Skywave Networks Private Limited
70B3D52DB,36,MA-S,ProtoPixel SL
70B3D52DC,36,MA-S,"Bolide Technology Group, Inc."
70B3D52DD,36,MA-S,Melissa Climate Jsc
70B3D52DE,36,MA-S,"YUYAMA MFG Co.,Ltd"
70B3D52DF,36,MA-S,"EASTERN SCIENCE & TECHNOLOGY CO., LTD"
70B3D52E0,36,MA-S,Peter Huber Kaeltemaschinenbau SE
70B3D52E1,36,MA-S,hiSky SCS Ltd
70B3D52E2,36,MA-S,Spark Lasers
70B3D52E3,36,MA-S,Meiknologic GmbH
70B3D52E4,36,MA-S,Schneider Electric Motion USA
70B3D52E5,36,MA-S,Fläkt Woods AB
70B3D52E6,36,MA-S,IPG Photonics Corporation
70B3D52E7,36,MA-S,Atos spa
70B3D52E8,36,MA-S,Telefire
70B3D52E9,36,MA-S,NeurIT s.r.o.
70B3D52EA,36,MA-S,Schneider Electric Motion
70B3D52EB,36,MA-S,"BRNET CO.,LTD."
70B3D52EC,36,MA-S,Grupo Epelsa S.L.
70B3D52ED,36,MA-S,Signals and systems india pvt ltd
70B3D52EE,36,MA-S,Aplex Technology Inc.
70B3D52EF,36,MA-S,IEM SA
70B3D52F0,36,MA-S,Clock-O-Matic
70B3D52F1,36,MA-S,Inspike S.R.L.
70B3D52F2,36,MA-S,"Health Care Originals, Inc."
70B3D52F3,36,MA-S,Scame Sistemi srl
70B3D52F4,36,MA-S,Radixon s.r.o.
70B3D52F5,36,MA-S,"eze System, Inc."
70B3D52F6,36,MA-S,TATTILE SRL
70B3D52F7,36,MA-S,Military Research Institute
70B3D52F8,36,MA-S,Tunstall A/S
70B3D52F9,36,MA-S,CONSOSPY
70B3D52FA,36,MA-S,"Toray　Medical　Co.,Ltd"
70B3D52FB,36,MA-S,IK MULTIMEDIA PRODUCTION SRL
70B3D52FC,36,MA-S,Loanguard T/A SE Controls
70B3D52FD,36,MA-S,"Special Projects Group, Inc"
70B3D52FE,36,MA-S,"Yaham Optoelectronics Co., Ltd"
70B3D52FF,36,MA-S,Sunstone Engineering
70B3D5300,36,MA-S,Novo DR Ltd.
70B3D5301,36,MA-S,WAYNE ANALYTICS LLC
70B3D5302,36,MA-S,DogWatch Inc
70B3D5303,36,MA-S,"Fuchu Giken, Inc."
70B3D5304,36,MA-S,Wartsila Voyage Oy
70B3D5305,36,MA-S,CAITRON Industrial Solutions GmbH
70B3D5306,36,MA-S,"LEMZ-T, LLC"
70B3D5307,36,MA-S,Energi innovation Aps
70B3D5308,36,MA-S,"DSD MICROTECHNOLOGY,INC."
70B3D5309,36,MA-S,ABS Applied Biometric Systems GmbH
70B3D530A,36,MA-S,HongSeok Ltd.
70B3D530B,36,MA-S,Ash Technologies
70B3D530C,36,MA-S,Sicon srl
70B3D530D,36,MA-S,Fiberbase
70B3D530E,36,MA-S,Ecolonum Inc.
70B3D530F,36,MA-S,Cardinal Scales Manufacturing Co
70B3D5310,36,MA-S,Conserv Solutions
70B3D5311,36,MA-S,Günther Spelsberg GmbH + Co. KG
70B3D5312,36,MA-S,SMITEC S.p.A.
70B3D5313,36,MA-S,DIEHL Controls
70B3D5314,36,MA-S,Grau Elektronik GmbH
70B3D5315,36,MA-S,Private
70B3D5316,36,MA-S,Austco Marketing & Service (USA) ltd.
70B3D5317,36,MA-S,Iotopia Solutions
70B3D5318,36,MA-S,"Exemplar Medical, LLC"
70B3D5319,36,MA-S,ISO/TC 22/SC 31
70B3D531A,36,MA-S,Terratel Technology s.r.o.
70B3D531B,36,MA-S,SilTerra Malaysia Sdn. Bhd.
70B3D531C,36,MA-S,FINANCIERE DE L'OMBREE (eolane)
70B3D531D,36,MA-S,AVA Monitoring AB
70B3D531E,36,MA-S,GILLAM-FEI S.A.
70B3D531F,36,MA-S,Elcoma
70B3D5320,36,MA-S,CYNIX Systems Inc
70B3D5321,36,MA-S,Yite technology
70B3D5322,36,MA-S,PuS GmbH und Co. KG
70B3D5323,36,MA-S,TATTILE SRL
70B3D5324,36,MA-S,Thales Nederland BV
70B3D5325,36,MA-S,BlueMark Innovations BV
70B3D5326,36,MA-S,NEMEUS-SAS
70B3D5327,36,MA-S,Seneco A/S
70B3D5328,36,MA-S,HIPODROMO DE AGUA CALIENTE SA CV
70B3D5329,36,MA-S,Primalucelab isrl
70B3D532A,36,MA-S,"Wuhan Xingtuxinke ELectronic Co.,Ltd"
70B3D532B,36,MA-S,RTA srl
70B3D532C,36,MA-S,ATION Corporation
70B3D532D,36,MA-S,"Hanwell Technology Co., Ltd."
70B3D532E,36,MA-S,A&T Corporation
70B3D532F,36,MA-S,Movidius SRL
70B3D5330,36,MA-S,iOne
70B3D5331,36,MA-S,"Firecom, Inc."
70B3D5332,36,MA-S,InnoSenT
70B3D5333,36,MA-S,Orlaco Products B.V.
70B3D5334,36,MA-S,Dokuen Co. Ltd.
70B3D5335,36,MA-S,Jonsa Australia Pty Ltd
70B3D5336,36,MA-S,Synaccess Networks Inc.
70B3D5337,36,MA-S,Laborie
70B3D5338,36,MA-S,"Opti-Sciences, Inc."
70B3D5339,36,MA-S,Sierra Nevada Corporation
70B3D533A,36,MA-S,AudioTEC LLC
70B3D533B,36,MA-S,"Seal Shield, LLC"
70B3D533C,36,MA-S,Videri Inc.
70B3D533D,36,MA-S,Schneider Electric Motion USA
70B3D533E,36,MA-S,"Dynamic Connect (Suzhou) Hi-Tech Electronic Co.,Ltd."
70B3D533F,36,MA-S,XANTIA SA
70B3D5340,36,MA-S,Renesas Electronics
70B3D5341,36,MA-S,Vtron Pty Ltd
70B3D5342,36,MA-S,Solectrix
70B3D5343,36,MA-S,Elektro-System s.c.
