prefix,bits,registry,vendor
B0FB15,24,MA-L,"Ezurio, LLC"
B0FBDD,24,MA-L,"Shenzhen SuperElectron Technology Co.,Ltd."
B0FC0D,24,MA-L,Amazon Technologies Inc.
B0FC36,24,MA-L,CyberTAN Technology Inc.
B0FC4B,24,MA-L,Shenzhen Phaten Tech. LTD
B0FC88,24,MA-L,Sagemcom Broadband SAS
B0FD0B,24,MA-L,IEEE Registration Authority
B0FEBD,24,MA-L,Private
B0FEE5,24,MA-L,"Huawei Device Co., Ltd."
B0FF0D,24,MA-L,"Hangzhou Hikvision Digital Technology Co.,Ltd."
B0FF72,24,MA-L,IEEE Registration Authority
B40016,24,MA-L,INGENICO TERMINALS SAS
B4009C,24,MA-L,CableWorld Ltd.
B40142,24,MA-L,"GCI Science & Technology Co.,LTD"
B40216,24,MA-L,"Cisco Systems, Inc"
B402F2,24,MA-L,"Synaptics, Inc"
B40418,24,MA-L,Smartchip Integrated Inc.
B40421,24,MA-L,zte corporation
B40429,24,MA-L,Guangzhou Shiyuan Electronic Technology Company Limited
B4055D,24,MA-L,"IEIT SYSTEMS Co., Ltd."
B40566,24,MA-L,"SP Best Corporation Co., LTD."
B405A1,24,MA-L,Xiaomi Communications Co Ltd
B407F9,24,MA-L,"SAMSUNG ELECTRO MECHANICS CO., LTD."
B40832,24,MA-L,TC Communications
B40931,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B40AC6,24,MA-L,DEXON Systems Ltd.
B40AD8,24,MA-L,Sony Interactive Entertainment Inc.
B40B1D,24,MA-L,"Samsung Electronics Co.,Ltd"
B40B44,24,MA-L,"Smartisan Technology Co., Ltd."
B40B78,24,MA-L,Brusa Elektronik AG
B40B7A,24,MA-L,Brusa Elektronik AG
B40C25,24,MA-L,Palo Alto Networks
B40E06,24,MA-L,"Third Reality, Inc"
B40E96,24,MA-L,HERAN
B40ECF,24,MA-L,"Bouffalo Lab (Nanjing) Co., Ltd."
B40EDC,24,MA-L,"LG-Ericsson Co.,Ltd."
B40EDE,24,MA-L,Intel Corporate
B40F3B,24,MA-L,"Tenda Technology Co.,Ltd.Dongguan branch"
B40FB3,24,MA-L,"vivo Mobile Communication Co., Ltd."
B4101C,24,MA-L,Shanghai Imilab Technology Co.Ltd
B4107A,24,MA-L,Amazon Technologies Inc.
B4107B,24,MA-L,Texas Instruments
B41324,24,MA-L,"Google, Inc."
B41489,24,MA-L,"Cisco Systems, Inc"
B414E6,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B41513,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B4157E,24,MA-L,Celona Inc.
B41584,24,MA-L,"Samsung Electronics Co.,Ltd"
B41678,24,MA-L,Juniper Networks
B4174D,24,MA-L,PROJECT MONITOR INC
B41780,24,MA-L,DTI Group Ltd
B417A8,24,MA-L,"Meta Platforms, Inc."
B418D1,24,MA-L,"Apple, Inc."
B41974,24,MA-L,"Apple, Inc."
B41A1D,24,MA-L,"Samsung Electronics Co.,Ltd"
B41BB0,24,MA-L,"Apple, Inc."
B41C30,24,MA-L,zte corporation
B41CAB,24,MA-L,"ICR, inc."
B41CAF,24,MA-L,UAB TELTONIKA NETWORKS
B41D2B,24,MA-L,"Shenzhen YOUHUA Technology Co., Ltd"
B41D62,24,MA-L,"Nokia Shanghai Bell Co., Ltd."
B41DC4,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B41DEF,24,MA-L,"Internet Laboratories, Inc."
B41E52,24,MA-L,Flock Safety
B41F4D,24,MA-L,Sony Interactive Entertainment Inc.
B42046,24,MA-L,eero inc.
B4205B,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B4211D,24,MA-L,"Beijing GuangXin Technology Co., Ltd"
B4218A,24,MA-L,Dog Hunter LLC
B42200,24,MA-L,"Brother Industries, LTD."
B42330,24,MA-L,Itron Inc
B423A2,24,MA-L,"Google, Inc."
B424E7,24,MA-L,"Codetek Technology Co.,Ltd"
B4265D,24,MA-L,Taicang T&W Electronics
B42802,24,MA-L,Intel Corporate
B42875,24,MA-L,Futecho Solutions Private Limited
B428F1,24,MA-L,"E-Prime Co., Ltd."
B4293D,24,MA-L,"Shenzhen Urovo Technology Co.,Ltd."
B42A0E,24,MA-L,Vantiva USA LLC
B42A39,24,MA-L,"ORBIT MERRET, spol. s r. o."
B42BB9,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B42C92,24,MA-L,"Zhejiang Weirong Electronic Co., Ltd"
B42CBE,24,MA-L,Direct Payment Solutions Limited
B42D56,24,MA-L,"Extreme Networks, Inc."
B42E99,24,MA-L,"GIGA-BYTE TECHNOLOGY CO.,LTD."
B42EF8,24,MA-L,Eline Technology co.Ltd
B42F03,24,MA-L,"Quectel Wireless Solutions Co.,Ltd."
B43052,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B430C0,24,MA-L,York Instruments Ltd
B43161,24,MA-L,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
B431B8,24,MA-L,Aviwest
B4346C,24,MA-L,MATSUNICHI DIGITAL TECHNOLOGY (HONG KONG) LIMITED
B43522,24,MA-L,Silicon Laboratories
B43564,24,MA-L,"Fujian Tian Cheng Electron Science & Technical Development Co.,Ltd."
B435F7,24,MA-L,Zhejiang Pearmain Electronics Co.ltd.
B436A9,24,MA-L,Fibocom Wireless Inc.
B436D1,24,MA-L,Renesas Electronics (Penang) Sdn. Bhd.
B436E3,24,MA-L,KBVISION GROUP
B43741,24,MA-L,"Consert, Inc."
B437D1,24,MA-L,IEEE Registration Authority
B437D8,24,MA-L,D-Link (Shanghai) Limited Corp.
B43836,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B43934,24,MA-L,"Pen Generations, Inc."
B43939,24,MA-L,Shenzhen TINNO Mobile Technology Corp.
B4394C,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B439D6,24,MA-L,ProCurve Networking by HP
B43A28,24,MA-L,"Samsung Electronics Co.,Ltd"
B43A31,24,MA-L,Silicon Laboratories
B43A45,24,MA-L,Espressif Inc.
B43A96,24,MA-L,Arista Networks
B43AE2,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B43B52,24,MA-L,Sagemcom Broadband SAS
B43D08,24,MA-L,GX International BV
B43D6B,24,MA-L,NXP Semiconductor (Tianjin) LTD.
B43DB2,24,MA-L,Degreane Horizon
B43E3B,24,MA-L,"Viableware, Inc"
B440A4,24,MA-L,"Apple, Inc."
B440DC,24,MA-L,"Samsung Electronics Co.,Ltd"
B44130,24,MA-L,Jabil Circuit (Guangzhou) Ltd.
B4417A,24,MA-L,"SHENZHEN GONGJIN ELECTRONICS CO.,LT"
B4430D,24,MA-L,Broadlink Pty Ltd
B44326,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B44389,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B44506,24,MA-L,Dell Inc.
B4466B,24,MA-L,REALTIMEID AS
B4475E,24,MA-L,Avaya Inc
B447F5,24,MA-L,Earda Technologies co Ltd
B44BD2,24,MA-L,"Apple, Inc."
B44BD6,24,MA-L,IEEE Registration Authority
B44C3B,24,MA-L,"Zhejiang Dahua Technology Co., Ltd."
B44C90,24,MA-L,"Cisco Systems, Inc"
B44CC2,24,MA-L,"NR ELECTRIC CO., LTD"
B44D43,24,MA-L,IEEE Registration Authority
B44F96,24,MA-L,"Zhejiang Xinzailing Technology co., ltd"
B45062,24,MA-L,EmBestor Technology Inc.
B451F9,24,MA-L,NB Software
B45253,24,MA-L,Seagate Technology
B4527D,24,MA-L,Sony Corporation
B4527E,24,MA-L,Sony Corporation
B452A9,24,MA-L,Texas Instruments
B45459,24,MA-L,"China Mobile (Hangzhou) Information Technology Co., Ltd."
B454F2,24,MA-L,"Huawei Device Co., Ltd."
B45570,24,MA-L,Borea
B45575,24,MA-L,"Apple, Inc."
B4565D,24,MA-L,Chipsea Technologies (Shenzhen) Corp.
B456B9,24,MA-L,"Teraspek Technologies Co.,Ltd"
B456E3,24,MA-L,"Apple, Inc."
B456FA,24,MA-L,IOPSYS Software Solutions
B457E6,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B45861,24,MA-L,"CRemote, LLC"
B45976,24,MA-L,"Apple, Inc."
B45B86,24,MA-L,"Funshion Online Technologies Co.,Ltd"
B45BD1,24,MA-L,TP-Link Systems Inc.
B45CA4,24,MA-L,Thing-talk Wireless Communication Technologies Corporation Limited
B45CB5,24,MA-L,"Mellanox Technologies, Inc."
B45D50,24,MA-L,Hewlett Packard Enterprise
B45F84,24,MA-L,zte corporation
B46077,24,MA-L,Sichuan Changhong Electric Ltd.
B4608C,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
B460ED,24,MA-L,"Beijing Xiaomi Mobile Software Co., Ltd"
B46142,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B461E9,24,MA-L,"Sichuan AI-Link Technology Co., Ltd."
B461FF,24,MA-L,Lumigon A/S
B4622E,24,MA-L,"Zhong Ge Smart Technology Co., Ltd."
B46238,24,MA-L,Exablox
B46293,24,MA-L,"Samsung Electronics Co.,Ltd"
B462AD,24,MA-L,Elysia Germany GmbH
B4636F,24,MA-L,Nokia Solutions and Networks GmbH & Co. KG
B46415,24,MA-L,"Guangzhou V-Solution Telecommunication Technology Co.,Ltd."
B465DC,24,MA-L,CHINA DRAGON TECHNOLOGY LIMITED
B46698,24,MA-L,Zealabs srl
B467E9,24,MA-L,"Qingdao GoerTek Technology Co., Ltd."
B46921,24,MA-L,Intel Corporate
B4695F,24,MA-L,TCT mobile ltd
B46AD4,24,MA-L,Edgecore Americas Networking Corporation
B46BFC,24,MA-L,Intel Corporate
B46C47,24,MA-L,Panasonic Appliances Company
B46D35,24,MA-L,Dalian Seasky Automation Co;Ltd
B46D83,24,MA-L,Intel Corporate
B46DC2,24,MA-L,SHENZHEN BILIAN ELECTRONIC CO.，LTD
B46E08,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B46E10,24,MA-L,"vivo Mobile Communication Co., Ltd."
B46F2D,24,MA-L,Wahoo Fitness
B46F78,24,MA-L,ACCTON TECHNOLOGY CORPORATION
B47064,24,MA-L,"Samsung Electronics Co.,Ltd"
B472D4,24,MA-L,zte corporation
B47356,24,MA-L,"Hangzhou Treebear Networking Co., Ltd."
B47443,24,MA-L,"Samsung Electronics Co.,Ltd"
B47447,24,MA-L,CoreOS
B4749F,24,MA-L,ASKEY COMPUTER CORP
B4750E,24,MA-L,Belkin International Inc.
B476A4,24,MA-L,"Huawei Device Co., Ltd."
B47748,24,MA-L,"Shenzhen Neoway Technology Co.,Ltd."
B47947,24,MA-L,Nutanix
B479A7,24,MA-L,SAMSUNG ELECTRO-MECHANICS(THAILAND)
B479C8,24,MA-L,Ruckus Wireless
B47AF1,24,MA-L,Hewlett Packard Enterprise
B47B1A,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B47C29,24,MA-L,"Shenzhen Guzidi Technology Co.,Ltd"
B47C59,24,MA-L,"Jiangsu Hengxin Technology Co.,Ltd."
B47C9C,24,MA-L,Amazon Technologies Inc.
B47CA6,24,MA-L,zte corporation
B47D76,24,MA-L,KNS Group LLC
B47E9F,24,MA-L,Xiaomi Communications Co Ltd
B47F5E,24,MA-L,Foresight Manufacture (S) Pte Ltd
B48107,24,MA-L,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD"
B481BF,24,MA-L,"Meta-Networks, LLC"
B48255,24,MA-L,Research Products Corporation
B4827B,24,MA-L,AKG Acoustics GmbH
B482C5,24,MA-L,"Relay2, Inc."
B482FE,24,MA-L,ASKEY COMPUTER CORP
B48351,24,MA-L,Intel Corporate
B484D5,24,MA-L,"GooWi Wireless Technology Co., Limited"
B48547,24,MA-L,Amptown System Company GmbH
B485E1,24,MA-L,"Apple, Inc."
B48618,24,MA-L,GX India Pvt Ltd
B48655,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B48901,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B48910,24,MA-L,Coster T.E. S.P.A.
B48931,24,MA-L,Silicon Laboratories
B48970,24,MA-L,"IGEN Tech Co., Ltd."
B48A0A,24,MA-L,Espressif Inc.
B48A5F,24,MA-L,Juniper Networks
B48B19,24,MA-L,"Apple, Inc."
B48C9D,24,MA-L,AzureWave Technology Inc.
B490E5,24,MA-L,"GD Midea Air-Conditioning Equipment Co.,Ltd."
B49107,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B492FE,24,MA-L,"Arista Network, Inc."
B4944E,24,MA-L,"WeTelecom Co., Ltd."
B49691,24,MA-L,Intel Corporate
B496A5,24,MA-L,"Apple, Inc."
B49842,24,MA-L,zte corporation
B49882,24,MA-L,Brusa HyPower AG
B4994C,24,MA-L,Texas Instruments
B499BA,24,MA-L,Hewlett Packard
B49A7D,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B49A95,24,MA-L,Shenzhen Boomtech Industrial Corporation
B49CDF,24,MA-L,"Apple, Inc."
B49D02,24,MA-L,"Samsung Electronics Co.,Ltd"
B49D0B,24,MA-L,BQ
B49D6B,24,MA-L,"vivo Mobile Communication Co., Ltd."
B49DB4,24,MA-L,Axion Technologies Inc.
B49DFD,24,MA-L,"Shenzhen SDMC Technology CO.,Ltd."
B49E80,24,MA-L,Sichuan Changhong Electric Ltd.
B49EAC,24,MA-L,Imagik Int'l Corp
B49EE6,24,MA-L,SHENZHEN TECHNOLOGY CO LTD
B49F4D,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
B4A10A,24,MA-L,"Huawei Device Co., Ltd."
B4A25C,24,MA-L,Cambium Networks Limited
B4A2EB,24,MA-L,IEEE Registration Authority
B4A305,24,MA-L,"XIAMEN YAXON NETWORK CO., LTD."
B4A382,24,MA-L,"Hangzhou Hikvision Digital Technology Co.,Ltd."
B4A3BD,24,MA-L,"Extreme Networks, Inc."
B4A4B5,24,MA-L,"Zen Eye Co.,Ltd"
B4A4E3,24,MA-L,"Cisco Systems, Inc"
B4A5A9,24,MA-L,MODI GmbH
B4A5AC,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B4A5EF,24,MA-L,Sercomm Corporation.
B4A64A,24,MA-L,Espressif Inc.
B4A678,24,MA-L,"Zhejiang Tmall Technology Co., Ltd."
B4A7C6,24,MA-L,SERVERCOM (INDIA) PRIVATE LIMITED
B4A828,24,MA-L,"Shenzhen Concox Information Technology Co., Ltd"
B4A82B,24,MA-L,"Histar Digital Electronics Co., Ltd."
B4A898,24,MA-L,"Huawei Device Co., Ltd."
B4A8B9,24,MA-L,"Cisco Systems, Inc"
B4A94F,24,MA-L,MERCURY CORPORATION
B4A95A,24,MA-L,Avaya Inc
B4A984,24,MA-L,Symantec Corporation
B4A9FC,24,MA-L,Quanta Computer Inc.
B4A9FE,24,MA-L,GHIA Technology (Shenzhen) LTD
B4AA4D,24,MA-L,"Ensequence, Inc."
B4AB2C,24,MA-L,MtM Technology Corporation
B4ABF3,24,MA-L,IEEE Registration Authority
B4AC8C,24,MA-L,Bern University of Applied Sciences
B4AC9D,24,MA-L,Texas Instruments
B4ADA3,24,MA-L,Guangzhou Shiyuan Electronic Technology Company Limited
B4AE2B,24,MA-L,Microsoft
B4AE6F,24,MA-L,"Circle Reliance, Inc DBA Cranberry Networks"
B4AEC1,24,MA-L,"Apple, Inc."
B4B017,24,MA-L,Avaya Inc
B4B024,24,MA-L,TP-Link Systems Inc
B4B055,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B4B15A,24,MA-L,Siemens AG Energy Management Division
B4B265,24,MA-L,DAEHO I&T
B4B291,24,MA-L,LG Electronics
B4B2E9,24,MA-L,"Fortinet, Inc."
B4B362,24,MA-L,zte corporation
B4B384,24,MA-L,"ShenZhen Figigantic Electronic Co.,Ltd"
B4B52F,24,MA-L,Hewlett Packard
B4B542,24,MA-L,"Hubbell Power Systems, Inc."
B4B5AF,24,MA-L,Minsung Electronics
B4B5B6,24,MA-L,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
B4B650,24,MA-L,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
B4B676,24,MA-L,Intel Corporate
B4B686,24,MA-L,Hewlett Packard
B4B742,24,MA-L,Amazon Technologies Inc.
B4B853,24,MA-L,"Honor Device Co., Ltd."
B4B859,24,MA-L,Texa Spa
B4B88D,24,MA-L,Thuh Company
B4B9E6,24,MA-L,eero inc.
B4BA02,24,MA-L,Agatel Ltd
B4BA12,24,MA-L,"China Mobile (Hangzhou) Information Technology Co.,Ltd."
B4BA6A,24,MA-L,TECNO MOBILE LIMITED
B4BA9D,24,MA-L,SKY UK LIMITED
B4BC7C,24,MA-L,Texas Instruments
B4BFE9,24,MA-L,Espressif Inc.
B4BFF6,24,MA-L,"Samsung Electronics Co.,Ltd"
B4C0C3,24,MA-L,TP-Link Systems Inc.
B4C0F5,24,MA-L,Shenzhen TINNO Mobile Technology Corp.
B4C170,24,MA-L,"Yi chip Microelectronics (Hangzhou) Co., Ltd"
B4C26A,24,MA-L,Garmin International
B4C2E0,24,MA-L,"Bouffalo Lab (Nanjing) Co., Ltd."
B4C2F7,24,MA-L,"Huawei Device Co., Ltd."
B4C3D9,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B4C44E,24,MA-L,VXL eTech Pvt Ltd
B4C476,24,MA-L,Wuhan Maritime Communication Research Institute
B4C4FC,24,MA-L,Xiaomi Communications Co Ltd
B4C556,24,MA-L,"Shanghai Kenmyond Industrial Network Equipment Co., Ltd"
B4C62E,24,MA-L,Molex CMS
B4C6F8,24,MA-L,Axilspot Communication
B4C799,24,MA-L,"Extreme Networks, Inc."
B4C810,24,MA-L,Umpi srl
B4C9B9,24,MA-L,"Sichuan AI-Link Technology Co., Ltd."
B4CADD,24,MA-L,"Cisco Systems, Inc"
B4CB57,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B4CBB8,24,MA-L,"Universal Electronics, Inc."
B4CC04,24,MA-L,Piranti
B4CCE9,24,MA-L,PROSYST
B4CD27,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B4CDF5,24,MA-L,CUB ELECPARTS INC.
B4CE40,24,MA-L,"Samsung Electronics Co.,Ltd"
B4CEF6,24,MA-L,HTC Corporation
B4CEFE,24,MA-L,James Czekaj
B4CF49,24,MA-L,WNC Corporation
B4CFDB,24,MA-L,"Shenzhen Jiuzhou Electric Co.,LTD"
B4CFE0,24,MA-L,"Sichuan tianyi kanghe communications co., LTD"
B4D0A9,24,MA-L,"China Mobile Group Device Co.,Ltd."
B4D135,24,MA-L,Cloudistics
B4D1F6,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B4D286,24,MA-L,"Telechips, Inc."
B4D31A,24,MA-L,LYSORA TECHNOLOGY INC.
B4D5BD,24,MA-L,Intel Corporate
B4D5E5,24,MA-L,"Samsung Electronics Co.,Ltd"
B4D64E,24,MA-L,Caldero Limited
B4D7DB,24,MA-L,"New H3C Technologies Co., Ltd"
B4D8A9,24,MA-L,BetterBots
B4D8DE,24,MA-L,"iota Computing, Inc."
B4DB91,24,MA-L,CELESTICA INC.
B4DC09,24,MA-L,"Guangzhou Dawei Communication Co.,Ltd"
B4DD15,24,MA-L,ControlThings Oy Ab
B4DDD0,24,MA-L,AUMOVIO Hungary Kft.
B4DDE0,24,MA-L,"Shanghai Amphenol Airwave Communication Electronics Co.,Ltd."
B4DE31,24,MA-L,"Cisco Systems, Inc"
B4DEDF,24,MA-L,zte corporation
B4DF09,24,MA-L,FLUX::
B4DF3B,24,MA-L,Chromlech
B4DF43,24,MA-L,IEEE Registration Authority
B4DF91,24,MA-L,Cisco Meraki
B4DFFA,24,MA-L,Litemax Electronics Inc.
B4E01D,24,MA-L,CONCEPTION ELECTRONIQUE
B4E025,24,MA-L,ITLook
B4E0CD,24,MA-L,"Fusion-io, Inc"
B4E10F,24,MA-L,Dell Inc.
B4E1C4,24,MA-L,Microsoft Mobile Oy
B4E1EB,24,MA-L,Private
B4E25B,24,MA-L,HP Inc.
B4E265,24,MA-L,"Shenzhen SDMC Technology CO.,Ltd."
B4E3D0,24,MA-L,LG Electronics
B4E3F9,24,MA-L,Silicon Laboratories
B4E454,24,MA-L,Amazon Technologies Inc.
B4E46B,24,MA-L,China Mobile IOT Company Limited
B4E53E,24,MA-L,Ruckus Wireless
B4E54C,24,MA-L,"LLC ""Elektra"""
B4E5C5,24,MA-L,"Huawei Device Co., Ltd."
B4E62A,24,MA-L,LG Innotek
B4E62D,24,MA-L,Espressif Inc.
B4E782,24,MA-L,Vivalnk
B4E7B3,24,MA-L,Edifier International
B4E842,24,MA-L,Hong Kong Bouffalo Lab Limited
B4E85C,24,MA-L,fünfeinhalb Funksysteme GmbH
B4E8C9,24,MA-L,XADA Technologies
B4E9A3,24,MA-L,port industrial automation GmbH
B4E9B0,24,MA-L,"Cisco Systems, Inc"
B4E9B8,24,MA-L,Dell Inc.
B4EC02,24,MA-L,"ALPSALPINE CO,.LTD"
B4ECF2,24,MA-L,"Shanghai Listent Medical Tech Co., Ltd."
B4ECFF,24,MA-L,"Wuhan IPG Technologies Co., Ltd."
B4ED19,24,MA-L,"Pie Digital, Inc."
B4ED54,24,MA-L,Wohler Technologies
B4EDD5,24,MA-L,"Quectel Wireless Solutions Co.,Ltd."
B4EE25,24,MA-L,"Shenzhen Belon Technology CO.,LTD"
B4EEB4,24,MA-L,ASKEY COMPUTER CORP
B4EED4,24,MA-L,Texas Instruments
B4EF04,24,MA-L,"DAIHAN Scientific Co., Ltd."
B4EF1C,24,MA-L,360 AI Technology Co.Ltd
B4EF30,24,MA-L,"Shanghai SYH Technology CO.,LTD"
B4EF39,24,MA-L,"Samsung Electronics Co.,Ltd"
B4EFFA,24,MA-L,"Lemobile Information Technology (Beijing) Co., Ltd."
B4F0AB,24,MA-L,"Apple, Inc."
B4F18C,24,MA-L,"Huawei Device Co., Ltd."
B4F1DA,24,MA-L,LG Electronics (Mobile Communications)
B4F267,24,MA-L,"Compal Broadband Networks, Inc."
B4F2E8,24,MA-L,Commscope
B4F323,24,MA-L,PETATEL INC.
B4F49B,24,MA-L,"Huawei Device Co., Ltd."
B4F58E,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B4F61C,24,MA-L,"Apple, Inc."
B4F7A1,24,MA-L,LG Electronics (Mobile Communications)
B4F81E,24,MA-L,Kinova
B4F949,24,MA-L,optilink networks pvt ltd
B4F95D,24,MA-L,Juniper Networks
B4FA48,24,MA-L,"Apple, Inc."
B4FBE3,24,MA-L,AltoBeam Inc.
B4FBE4,24,MA-L,Ubiquiti Inc
B4FBF9,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B4FC75,24,MA-L,"SEMA Electronics(HK) CO.,LTD"
B4FC7D,24,MA-L,AVM Audiovisuelles Marketing und Computersysteme GmbH
B4FE8C,24,MA-L,Centro Sicurezza Italia SpA
B4FF98,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B80018,24,MA-L,Htel
B8005B,24,MA-L,"Huawei Device Co., Ltd."
B8011F,24,MA-L,"Apple, Inc."
B802A4,24,MA-L,"Aeonsemi, Inc."
B80305,24,MA-L,Intel Corporate
B80415,24,MA-L,Bayan Audio
B80533,24,MA-L,"Apple, Inc."
B805AB,24,MA-L,zte corporation
B8060D,24,MA-L,Tuya Smart Inc.
B80716,24,MA-L,"vivo Mobile Communication Co., Ltd."
B80756,24,MA-L,Cisco Meraki
B808CF,24,MA-L,Intel Corporate
B808D7,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B8098A,24,MA-L,"Apple, Inc."
B80B9A,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B80B9D,24,MA-L,ROPEX Industrie-Elektronik GmbH
B80BDA,24,MA-L,"GD Midea Air-Conditioning Equipment Co.,Ltd."
B80C68,24,MA-L,"Honor Device Co., Ltd."
B80E1D,24,MA-L,PAX Computer Technology(Shenzhen) Ltd.
B810D4,24,MA-L,Masimo Corporation
B8114B,24,MA-L,"Cisco Systems, Inc"
B812DA,24,MA-L,LVSWITCHES INC.
B81332,24,MA-L,"AMPAK Technology,Inc."
B813E9,24,MA-L,Trace Live Network
B81413,24,MA-L,Keen High Holding(HK) Ltd.
B8144D,24,MA-L,"Apple, Inc."
B8145C,24,MA-L,"Huawei Device Co., Ltd."
B814DB,24,MA-L,OHSUNG
B81619,24,MA-L,Commscope
B8165F,24,MA-L,LG Innotek
B816DB,24,MA-L,"CHANT SINCERE CO.,LTD"
B81743,24,MA-L,"shenzhen worldelite electronics co., LTD"
B817C2,24,MA-L,"Apple, Inc."
B8186F,24,MA-L,"ORIENTAL MOTOR CO., LTD."
B81904,24,MA-L,"Nokia Shanghai Bell Co., Ltd."
B81999,24,MA-L,Nesys
B81BCB,24,MA-L,"Shanghai Sunmi Technology Co.,Ltd."
B81D1F,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B81DAA,24,MA-L,LG Electronics (Mobile Communications)
B81E0B,24,MA-L,"Extreme Networks, Inc."
B81E61,24,MA-L,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
B81E9E,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B81EA4,24,MA-L,Liteon Technology Corporation
B81F3F,24,MA-L,Espressif Inc.
B81F5E,24,MA-L,Apption Labs Limited
B8208E,24,MA-L,"Panasonic Connect Co., Ltd."
B820E7,24,MA-L,Guangzhou Horizontal Information & Network Integration Co. Ltd
B8211C,24,MA-L,"Apple, Inc."
B8220C,24,MA-L,"Apple, Inc."
B8224F,24,MA-L,"Sichuan Tianyi Comheart Telecom Co.,LTD"
B82410,24,MA-L,Magneti Marelli Slovakia s.r.o.
B8241A,24,MA-L,SWEDA INFORMATICA LTDA
B824F0,24,MA-L,"SOYO Technology Development Co., Ltd."
B8259A,24,MA-L,Thalmic Labs
B825B5,24,MA-L,Trakm8 Ltd
B8266C,24,MA-L,ANOV France
B826D4,24,MA-L,Furukawa Industrial S.A. Produtos Elétricos
B827C5,24,MA-L,"Huawei Device Co., Ltd."
B827EB,24,MA-L,Raspberry Pi Foundation
B8288B,24,MA-L,Parker Hannifin Manufacturing (UK) Ltd
B82903,24,MA-L,VIETNAM POST AND TELECOMMUNICATION INDUSTRY TECHNOLOGY JOIN STOCK COMPANY
B829F7,24,MA-L,Blaster Tech
B82A72,24,MA-L,Dell Inc.
B82AA9,24,MA-L,"Apple, Inc."
B82ADC,24,MA-L,EFR Europäische Funk-Rundsteuerung GmbH
B82B68,24,MA-L,"Huawei Device Co., Ltd."
B82CA0,24,MA-L,Resideo
B82D28,24,MA-L,"AMPAK Technology,Inc."
B82FCB,24,MA-L,CMS Electracom
B830A8,24,MA-L,Road-Track Telematics Development
B831B5,24,MA-L,Microsoft Corporation
B83241,24,MA-L,"Wuhan Tianyu Information Industry Co., Ltd."
B8328F,24,MA-L,eero inc.
B83446,24,MA-L,"Motorola Mobility LLC, a Lenovo Company"
B836D8,24,MA-L,Videoswitch
B8374A,24,MA-L,"Apple, Inc."
B8374B,24,MA-L,Hewlett Packard Enterprise
B83765,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B837B2,24,MA-L,Hewlett Packard Enterprise
B83861,24,MA-L,"Cisco Systems, Inc"
B83865,24,MA-L,Hewlett Packard Enterprise
